experiment,seed,value,accuracy,rate_accuracy,miss_rate,loss,loss_paper,input_log_likelihood,confusion_matrix_str
inhibition_rest_classic,5464,150,0.03,0.4,0.49,0.6575850882176666,0.4003987891835479,-197.92964700049856,"[[4. 0. 0. 0. 0. 0. 2. 2. 1. 1. 0.]
 [6. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0.]
 [6. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0.]
 [5. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0.]
 [6. 0. 0. 2. 1. 0. 1. 0. 0. 0. 0.]
 [4. 0. 1. 0. 1. 1. 0. 1. 0. 2. 0.]
 [6. 0. 0. 0. 1. 0. 3. 0. 0. 0. 0.]
 [4. 0. 1. 1. 1. 0. 0. 2. 1. 0. 0.]
 [5. 0. 0. 0. 0. 0. 2. 1. 1. 1. 0.]
 [3. 0. 1. 0. 1. 0. 1. 3. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,150,0.13,0.33,0.5,0.6205370075803258,0.3851276497086879,-197.47625503346046,"[[3. 2. 2. 1. 0. 0. 0. 0. 2. 0. 0.]
 [4. 0. 1. 3. 0. 0. 1. 1. 0. 0. 0.]
 [4. 2. 1. 2. 0. 0. 0. 1. 0. 0. 0.]
 [4. 0. 3. 1. 0. 0. 1. 0. 0. 1. 0.]
 [6. 1. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
 [6. 0. 0. 1. 0. 0. 2. 1. 0. 0. 0.]
 [4. 1. 0. 1. 0. 0. 2. 2. 0. 0. 0.]
 [4. 1. 0. 1. 0. 0. 0. 1. 2. 1. 0.]
 [6. 1. 0. 0. 0. 0. 0. 1. 0. 2. 0.]
 [9. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,150,0.07,0.36,0.69,0.542422854274719,0.361542290550462,-199.78603305455948,"[[7. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0.]
 [7. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
 [6. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1.]
 [7. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0.]
 [9. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [7. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0.]
 [6. 1. 0. 0. 0. 0. 0. 0. 0. 1. 2.]
 [5. 1. 1. 1. 2. 0. 0. 0. 0. 0. 0.]
 [7. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0.]
 [8. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,150,0.12,0.48,0.58,0.5796782834134551,0.3861646676813744,-195.5439962810031,"[[5. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.]
 [8. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
 [6. 0. 0. 3. 0. 0. 0. 0. 1. 0. 0.]
 [7. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.]
 [4. 2. 0. 1. 0. 0. 0. 2. 1. 0. 0.]
 [6. 0. 0. 0. 0. 0. 1. 2. 0. 1. 0.]
 [7. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0.]
 [6. 1. 0. 0. 1. 0. 0. 2. 0. 0. 0.]
 [4. 0. 1. 2. 0. 0. 1. 0. 0. 2. 0.]
 [5. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,150,0.09,0.34,0.55,0.6638095737340562,0.412046915397361,-199.7849717295426,"[[5. 0. 0. 1. 1. 1. 0. 0. 2. 0. 0.]
 [5. 0. 0. 1. 0. 1. 0. 1. 2. 0. 0.]
 [6. 0. 0. 3. 0. 0. 0. 1. 0. 0. 0.]
 [6. 0. 0. 3. 0. 0. 0. 0. 1. 0. 0.]
 [5. 0. 0. 2. 0. 2. 0. 0. 1. 0. 0.]
 [7. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
 [5. 0. 0. 2. 0. 1. 0. 1. 1. 0. 0.]
 [8. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
 [5. 0. 1. 1. 0. 0. 0. 0. 2. 1. 0.]
 [3. 0. 0. 4. 0. 1. 0. 1. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,175,0.03,0.18,0.71,0.5204937782202226,0.3486226135928389,-200.33875831727164,"[[6. 0. 2. 0. 0. 1. 0. 0. 1. 0. 0.]
 [7. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.]
 [7. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0.]
 [9. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [8. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.]
 [7. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0.]
 [7. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0.]
 [6. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.]
 [7. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.]
 [7. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,175,0.06,0.28,0.7,0.5552867310184356,0.3897183023401713,-200.42655407609473,"[[8. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0.]
 [7. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0.]
 [6. 0. 0. 0. 0. 2. 0. 1. 0. 0. 1.]
 [6. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0.]
 [7. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.]
 [7. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1.]
 [5. 0. 0. 0. 0. 0. 0. 3. 0. 0. 2.]
 [7. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1.]
 [8. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,175,0.07,0.26,0.79,0.4477605196549786,0.33699474606099394,-199.39684846699322,"[[ 8.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 8.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.]
 [ 9.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 9.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.]
 [ 6.  0.  0.  0.  2.  2.  0.  0.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  2.  0.  1.  0.  0.  0.]
 [ 5.  0.  0.  1.  0.  0.  0.  0.  4.  0.  0.]
 [ 8.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.]
 [ 9.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]"
inhibition_rest_classic,5464,175,0.03,0.31,0.71,0.5195494714829803,0.3396314435231912,-200.26695704592174,"[[6. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.]
 [8. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [9. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [8. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
 [5. 0. 0. 1. 0. 0. 1. 2. 0. 0. 1.]
 [8. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.]
 [9. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [7. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0.]
 [5. 1. 0. 0. 0. 0. 0. 1. 0. 1. 2.]
 [6. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,175,0.06,0.3,0.69,0.5522872216081711,0.37492038321724963,-199.18192956892617,"[[6. 3. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
 [7. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1.]
 [8. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
 [6. 2. 0. 0. 0. 0. 0. 0. 0. 2. 0.]
 [6. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.]
 [9. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [8. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
 [8. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [7. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1.]
 [4. 1. 0. 3. 0. 0. 2. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,200,0.04,0.25,0.8,0.4126473712787334,0.3188449043706191,-201.18579567355243,"[[8. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.]
 [8. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.]
 [8. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.]
 [8. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
 [9. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [7. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.]
 [9. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [9. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
 [7. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0.]
 [7. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
inhibition_rest_classic,5464,200,0.01,0.26,0.82,0.45641707918325847,0.3559174999525372,-201.5207269536041,"[[ 8.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.]
 [ 9.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 8.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 6.  1.  0.  0.  0.  2.  0.  1.  0.  0.  0.]
 [ 8.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 9.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.]
 [ 8.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]"
inhibition_rest_classic,5464,200,0.03,0.2,0.87,0.38982280001733155,0.2654356716218763,-202.16752933994087,"[[ 9.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 6.  0.  0.  1.  0.  0.  0.  0.  0.  3.  0.]
 [ 8.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]"
inhibition_rest_classic,5464,200,0.03,0.19,0.87,0.4626833665594974,0.34710857274997964,-202.19465711967533,"[[ 8.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 9.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 9.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.]
 [ 9.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 8.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]"
inhibition_rest_classic,5464,200,0.03,0.2,0.83,0.29889420203631956,0.23710924243824844,-202.8222123904145,"[[ 7.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 9.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 7.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.]
 [ 7.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.]
 [10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 9.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 8.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.]
 [ 8.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]"
